UPPER,1,MOLAR_UR7_LL7,1,MESIAL,1,0.4921242844612872,0.8875875030712677|0.8651134019429705|1.2346254302244772|0.5511830584074695|0.2731309140390764|-0.06055092894509931,11.480329751968384
UPPER,1,MOLAR_UR7_LL7,1,DISTAL,2,1.1071092108436935,0.03643010283715048|0.5484823068463085|0.048071607702168576|0.9347687416560779|0.3000078661989015|0.17710338733082787,11.371610164642334
UPPER,1,MOLAR_UR7_LL7,1,BUCCAL_OR_LABIAL,3,1.1706655130455288,0.0673179939344421|0.8328074108497117|-0.12014374197584268|-0.16875687080682855|0.18088385374251004|0.19234266246128384,11.403996229171753
UPPER,1,MOLAR_UR7_LL7,1,LINGUAL_OR_PALATAL,4,1.1486737748415063,1.0476072308140827|-0.25658299481064595|0.30689341640832146|0.5384201874536843|1.3345313943845598|0.3242552057426935,11.532959222793579
UPPER,1,MOLAR_UR7_LL7,1,PIT,5,4.2408874775876,0.3984917765375512|0.6622981653770033|0.17178910969433292|0.1419731577957996|0.7861179201633859|-0.052361080378612146,11.356997728347778
UPPER,1,MOLAR_UR7_LL7,1,CUSP_IN_MESIAL,12,0.9320723635082995,0.25247384964657316|-0.002491614229129582|0.12624877574544036|0.021621694029446963|0.5659038839303117|-0.32999255171812825,11.466987371444702
UPPER,1,MOLAR_UR7_LL7,1,CUSP_IN_DISTAL,13,0.5988722480135876,0.5683438576836279|0.09598678850854661|-0.5777334163151377|0.45738108719874104|0.7612317837119598|-1.0115314599096896,11.421999216079712
UPPER,1,MOLAR_UR7_LL7,1,CUSP_OUT_MESIAL,9,0.4365817061004758,0.44740185728288706|0.690578087499615|0.6797054659631043|0.6168485166363096|0.7119952076685983|0.2737461481911978,11.67101526260376
UPPER,1,MOLAR_UR7_LL7,1,CUSP_OUT_DISTAL,11,0.6345461924457647,0.4559937021772744|0.7465100565681513|0.2803047116001164|0.8206709904338421|1.0113370622829008|0.2900779068345706,11.545024156570435
UPPER,1,MOLAR_UR6_LL6,2,MESIAL,1,0.3098012916680927,0.6146681749550784|0.45427624070808914|1.8375579808954217|0.5126280977049547|0.5590545195829761|-0.16058665742879047,11.883962631225586
UPPER,1,MOLAR_UR6_LL6,2,DISTAL,2,1.0069564649770437,-0.1291018004455069|0.35974300882957455|0.36196710332004667|0.9009697307497253|0.6782815515606047|0.5868097414405478,12.358000755310059
UPPER,1,MOLAR_UR6_LL6,2,BUCCAL_OR_LABIAL,3,2.2063406340232596,-1.0241069132242573|0.7697622216072468|2.165702487318642|1.355169940887195|0.30507599856860046|0.047204507325344036,11.941948413848877
